order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amout
107,1378,337,Sausages,South Sandra,2024-09-04,19,238.7
849,1629,408,Shoes,Ellisville,2022-10-12,18,213.75
988,1490,587,Bacon,Bondside,2021-05-07,27,35.5
585,186,413,Keyboard,Lake Felicia,2021-06-23,8,316.4
714,885,570,Bacon,Reginashire,2024-03-22,29,21.58
41,513,18,Computer,North Sheenafort,2025-03-19,5,22.19
678,519,26,Sausages,Lake Philliptown,2023-05-30,7,128.91
938,1000,47,Mouse,Leestad,2021-04-02,9,259.74
108,1637,456,Salad,Port Joshuaberg,2024-02-04,23,78.15
416,789,441,Mouse,East Kimberlyville,2021-06-25,17,17.27
259,906,81,Computer,Warrentown,2023-01-12,7,16.8
667,800,436,Car,Chadmouth,2022-07-01,22,162.34
619,808,150,Towels,North Annaville,2021-11-08,16,170.75
256,88,419,Towels,Stephanieberg,2022-06-14,24,243.63
614,1013,259,Pants,Lake Stacie,2023-07-01,6,167.33
289,1372,391,Fish,Lake David,2025-10-26,19,265.17
192,240,425,Soap,Kanefort,2024-11-14,29,185.12
872,1406,405,Car,South Lynn,2023-08-02,29,124.8
14,1848,288,Bacon,Lake Ellen,2021-06-20,15,322.77
977,1919,232,Bacon,Graceshire,2021-01-23,2,181.27
79,440,509,Keyboard,Johnsonchester,2022-12-07,21,322.61
219,1893,130,Fish,New Nicholas,2021-06-17,7,329.53
628,1270,101,Cheese,West Susan,2025-09-06,29,141.19
485,1224,401,Soap,North Karina,2022-09-11,29,199.28
585,1282,132,Chips,New Brian,2022-01-13,6,72.74
355,1431,255,Soap,Michaelton,2024-04-10,27,338.97
675,150,13,Tuna,New Michelleborough,2021-11-04,14,134.83
370,1197,327,Soap,Parsonsfort,2022-12-16,0,324.98
534,217,579,Fish,Robertbury,2021-12-03,19,194.61
419,1661,491,Bike,Jasonberg,2023-04-22,14,76.52
671,1202,244,Tuna,South Nancy,2021-11-29,25,228.68
292,367,592,Table,East Jasmineport,2023-01-23,3,94.36
919,1072,497,Chicken,Nicholsonberg,2022-08-28,4,121.26
448,1024,104,Ball,East Timothyview,2021-06-04,1,203.4
968,1096,454,Soap,Grahamshire,2024-11-08,14,74.88
72,193,10,Towels,South Trevorhaven,2021-04-23,25,309.28
960,1294,52,Bacon,Lake Raymond,2023-09-03,21,279.23
259,865,276,Gloves,North Joseph,2021-08-05,4,88.1
226,620,159,Computer,Lake Michael,2024-09-15,16,158.7
524,1747,491,Sausages,Marktown,2021-04-24,3,172.75
709,1410,443,Bacon,Port Erikaview,2025-07-08,15,274.16
443,828,508,Salad,North Perryfurt,2022-10-08,27,45.5
616,703,53,Mouse,East Patriciahaven,2024-02-02,23,43.43
583,646,429,Car,New Allison,2024-09-05,26,82.92
655,1010,120,Ball,North Courtneyshire,2023-06-29,23,55.4
13,568,595,Bacon,Port Adam,2022-03-14,27,74.3
355,117,316,Salad,West Amanda,2025-03-15,7,127.98
992,1476,61,Chicken,South Justinmouth,2024-04-02,18,250.25
506,1450,102,Bacon,South John,2024-02-12,11,200.87
460,1779,20,Salad,Rodriguezmouth,2021-08-16,15,131.68
4,447,372,Pants,East Kathy,2024-10-03,10,261.68
790,1053,178,Shoes,Billyfort,2022-04-20,14,295.62
3,1698,524,Chair,Jenniferhaven,2024-07-16,28,186.39
912,1422,96,Shoes,West Danielchester,2021-02-15,4,337.36
63,464,394,Chips,Port Sharonview,2023-01-07,16,67.1267230215335
469,61,65,Mouse,South Nathan,2022-09-17,26,217.47
994,1789,314,Tuna,Fullerville,2024-10-19,12,243.2
76,514,221,Mouse,North John,2022-04-13,2,196.4
285,41,208,Chicken,Lawrencemouth,2022-03-07,30,91.79
956,1538,276,Bike,New Angelamouth,2022-03-19,21,226.91
465,1392,279,Towels,Hicksbury,2021-07-01,29,176.87
676,88,247,Soap,Ericksonberg,2021-07-26,0,260.11
565,775,221,Pizza,South Joshuaview,2025-02-06,23,307.65
663,1898,12,Pizza,Frankborough,2024-12-07,22,218.91
225,254,547,Bike,Julieland,2023-10-22,11,80.22
883,45,557,Shoes,Johnfurt,2024-05-02,4,17.67
629,1485,113,Cheese,Rodriguezville,2023-11-01,25,110.49
313,541,434,Keyboard,North Linda,2022-09-29,23,28.9
137,1917,358,Ball,Westville,2025-12-19,16,127.51
10,1922,380,Mouse,Robertfort,2022-08-05,13,74.87
981,806,229,Hat,Ronaldbury,2023-06-12,28,26.25
949,721,288,Tuna,Christinaton,2022-08-20,14,33.12
529,1499,282,Bacon,Snyderfurt,2024-11-06,23,178.15
461,512,196,Pants,Hallside,2022-01-05,5,333.13
96,1417,193,Chair,Gregoryhaven,2021-07-27,1,307.73
753,771,517,Chair,Port Susanmouth,2025-01-10,28,159.26
85,325,529,Hat,North Bethchester,2022-12-27,24,142.23
703,558,90,Car,Williammouth,2025-01-10,26,106.76
389,1579,13,Chips,East Jenniferport,2021-06-29,21,322.92
15,1972,422,Salad,New Rachelmouth,2023-12-08,23,236.77
456,1179,10,Ball,Erinbury,2025-04-21,14,33.41
640,843,328,Car,Port John,2024-06-03,22,271.84
218,721,129,Soap,Andersonview,2023-06-14,27,158.69
694,117,170,Pants,Lake Markshire,2022-08-05,8,144.82
436,771,26,Shirt,Bradshawburgh,2025-07-21,12,192.27
27,1046,353,Chicken,East Michaelfort,2022-07-24,9,176.65
532,505,226,Keyboard,Port Emilybury,2022-01-25,3,115.5
797,1550,451,Shirt,Maldonadochester,2022-04-12,3,181.13
11,1574,231,Keyboard,West Sandra,2023-03-26,9,78.58
664,952,463,Gloves,North James,2023-03-08,25,130.68
310,431,61,Computer,New Heather,2025-01-10,21,107.76
204,1156,409,Cheese,Whitneyside,2022-09-20,0,267.24
378,492,298,Chicken,Bakerborough,2024-07-28,4,334.73
878,1762,567,Car,Smithtown,2024-03-07,8,192.66
873,575,257,Shirt,Lake Claytonfurt,2023-11-09,4,124.84
345,1133,201,Salad,New Allison,2022-10-12,24,302.4
679,1883,437,Cheese,Lopezstad,2022-12-19,20,16.3
38,1964,122,Soap,Brianport,2025-01-11,21,137.28
521,1325,418,Computer,East Robert,2025-02-13,12,29.81
640,63,503,Table,West Teresa,2024-03-09,14,185.94
731,940,287,Chicken,North Maria,2022-12-04,24,154.11
572,369,39,Salad,Dennistown,2022-05-16,13,155.93
656,1620,510,Shirt,West Donnaview,2024-01-22,16,220.47
767,1788,200,Chips,Wilsonton,2023-02-27,22,23.9
820,1771,132,Chair,North Erica,2025-07-26,25,154.4
264,370,311,Mouse,West Nicholasberg,2023-10-04,17,52.72
389,1447,26,Soap,Lake Brooke,2025-05-21,30,152.7
954,477,427,Tuna,Arthurton,2023-10-13,18,297.4
326,1821,371,Gloves,Meaganstad,2022-08-20,18,331.83
317,1504,430,Cheese,Angelaside,2024-09-18,29,178.96
273,670,495,Shirt,Bondstad,2023-01-21,6,320.3
848,1896,125,Keyboard,Hernandezside,2024-01-04,27,254.92
305,397,336,Chips,Joneston,2023-01-22,9,306.72
978,1085,392,Mouse,Farmerfort,2025-08-28,23,235.8
40,1389,479,Pizza,New Courtney,2023-06-23,12,216.28
802,985,473,Bacon,Blanchardside,2024-11-24,28,52.97
810,1198,425,Cheese,Vincentburgh,2023-02-16,3,264.45
428,862,402,Towels,Michaelborough,2024-05-07,24,295.43
882,1412,506,Shoes,Christopherchester,2023-10-07,10,35.93
174,1387,469,Car,East Stacyville,2023-12-07,1,234.7
792,943,540,Towels,North Ryanview,2022-06-04,15,170.53782157044043
169,1764,417,Car,Port George,2022-08-26,29,145.45
632,1818,225,Salad,New Mark,2024-02-28,30,112.47
110,173,476,Cheese,Robinsonborough,2025-03-09,24,296.56
941,1396,460,Bike,North Claudia,2021-03-17,9,311.79
658,473,378,Shoes,Lake Darlenefort,2024-06-01,9,272.92
944,1857,494,Pants,Stephanieside,2025-04-12,20,324.47
671,80,203,Tuna,North Shane,2021-04-15,8,109.21
238,877,6,Car,Gavinfurt,2022-11-25,12,148.51
411,1780,408,Bike,Deanfort,2021-05-27,25,182.2
78,1801,312,Salad,New Nicholasville,2024-08-27,26,138.32
905,1166,451,Bacon,Port Mark,2024-03-10,21,18.92
7,203,396,Bike,East Susan,2025-07-25,21,297.15
682,1659,592,Cheese,South Tiffany,2024-09-17,3,34.6
612,52,80,Fish,Maciaschester,2022-04-18,24,164.29
579,227,557,Mouse,Grahamland,2022-08-13,26,26.99
10,1174,469,Table,South Meganfort,2022-07-23,11,257.9
906,459,129,Bike,Dianaberg,2023-01-13,23,264.14
657,1509,324,Keyboard,Wilsonmouth,2022-03-14,24,17.57
580,802,182,Sausages,Port Patricia,2022-01-28,1,347.42
992,138,350,Ball,East Ashley,2022-03-22,27,291.31
644,1573,282,Salad,Lake Laura,2021-09-20,0,272.76
615,238,384,Bike,Audreyburgh,2025-08-26,0,255.28
542,1568,45,Gloves,East Joshuaside,2021-12-28,10,221.17
495,1406,136,Soap,South Anthony,2021-10-21,19,132.92
695,77,2,Salad,Port Erica,2021-05-05,10,299.0
276,40,89,Keyboard,Port Brandonview,2025-10-11,11,293.95
599,266,195,Salad,Kennethville,2022-08-02,15,131.51
954,1756,591,Chair,Scottburgh,2022-02-12,28,25.73
689,714,210,Towels,Contrerasmouth,2022-04-07,14,280.86
364,358,226,Pizza,Hardyburgh,2024-08-19,10,91.99
233,1136,143,Mouse,New Melissaborough,2022-12-28,22,318.67
821,878,205,Chair,West Johntown,2024-01-20,7,311.44
168,196,128,Chair,New Donna,2023-04-05,5,254.1
528,1932,113,Salad,Kennethside,2024-10-08,20,135.54
332,877,203,Chair,New Tracyburgh,2024-05-01,27,278.96
36,1436,253,Shoes,Victoriaborough,2021-05-06,27,195.99
472,277,199,Pizza,Amyfort,2024-11-22,1,308.44
336,1057,513,Pizza,Jacksonstad,2025-01-01,26,39.44
195,1427,323,Computer,Port Lauraton,2021-09-06,12,241.26
360,1693,34,Table,East Mary,2024-11-06,18,271.8
303,1549,555,Cheese,Paulmouth,2024-11-25,20,296.45
869,203,40,Sausages,Port Amychester,2024-02-26,9,228.74
152,1483,233,Pizza,Christopherchester,2024-07-15,1,235.37
709,546,134,Soap,Peterstad,2024-05-31,24,280.96
670,1231,368,Pizza,Port Masonview,2022-02-06,20,29.28
976,822,353,Pizza,Port Jamie,2025-12-22,4,156.66
272,704,169,Ball,South Wayne,2025-08-10,21,27.36
265,1706,315,Sausages,North Elizabethland,2023-12-29,14,13.71
682,607,361,Gloves,Port Christianburgh,2023-01-18,7,325.16
32,1189,3,Ball,Melaniebury,2024-10-18,9,88.3
998,1463,522,Bike,East Josephside,2024-03-15,28,129.26
368,1068,514,Shoes,Port Gregory,2025-02-26,8,333.9
63,1296,57,Soap,Kyleview,2023-02-04,12,306.64
132,371,535,Bacon,Anthonyland,2025-06-22,12,247.81
15,1013,65,Bike,Olsonborough,2022-09-02,15,105.26
648,1476,131,Car,North Toddside,2024-09-06,4,61.7
546,810,204,Chicken,West Julie,2025-01-27,25,186.67
39,458,396,Soap,West Rachel,2025-02-27,25,60.34
217,1693,208,Soap,Lake Calvinton,2021-04-09,22,126.54
603,875,369,Cheese,Gregoryfort,2021-02-12,1,222.6
776,1499,496,Bike,Riverashire,2023-09-20,23,330.69
48,1250,199,Shirt,West Tanyafort,2025-03-30,0,165.45
344,1035,342,Table,Bennettstad,2025-03-30,4,249.5
325,891,40,Cheese,Port Megan,2024-12-29,25,289.78
587,304,63,Towels,Carlport,2023-11-19,24,183.4
31,702,229,Chair,East Stephen,2024-02-26,13,21.79
547,408,571,Keyboard,Gonzaleztown,2021-08-24,17,15.64
519,1408,85,Chicken,East Christopherburgh,2025-02-25,24,147.83
890,1794,55,Keyboard,South Mia,2024-07-17,6,89.38
77,1966,448,Ball,Patrickmouth,2023-09-30,6,180.13
816,142,451,Sausages,Casehaven,2025-06-08,3,295.97
315,693,117,Mouse,Lake Jeffrey,2023-11-24,18,72.75
674,1231,210,Sausages,Port Michael,2022-10-08,29,195.13
715,1025,19,Cheese,Hillfurt,2025-08-06,25,300.83
351,1064,518,Fish,New James,2023-08-04,10,187.27
514,1390,249,Chips,Port Matthewmouth,2021-08-24,23,198.84
900,1454,594,Mouse,Michaelberg,2024-12-26,7,20.61
961,1356,429,Soap,New Elizabeth,2022-10-12,19,194.63
172,1465,276,Table,New Frank,2021-06-19,5,253.27
388,347,55,Chips,Lindseyfurt,2023-07-09,2,343.75
383,931,551,Pants,Lake Stephanie,2022-08-19,30,297.2
4,5,110,Table,Jennachester,2025-01-15,1,73.74
951,605,308,Sausages,Christinashire,2024-08-29,15,236.81
625,1320,284,Bacon,Williamsport,2025-03-27,13,52.11
296,1306,380,Soap,East Katie,2024-05-07,30,170.65
267,1384,369,Tuna,Castanedaberg,2025-09-02,8,131.51
813,1454,359,Pants,East Thomaston,2025-05-30,10,312.77
56,1491,444,Computer,Bartonfort,2024-12-06,20,281.2
681,1946,530,Mouse,North Nataliebury,2021-01-31,23,333.47
806,309,594,Fish,Brendaview,2025-04-29,30,139.73
909,1317,325,Car,Wendyshire,2023-09-17,24,133.98
978,989,439,Gloves,Lake Jeremy,2022-09-29,28,49.36
216,1425,541,Soap,North Victoriafort,2022-02-11,2,296.24
628,1752,37,Computer,Burgessberg,2022-01-31,4,120.96
741,1678,131,Pants,Batesburgh,2024-11-10,25,342.77
156,1961,208,Table,West Jillland,2024-01-27,17,23.26
905,1685,238,Ball,South Elizabeth,2024-02-01,30,100.7
995,1349,540,Chips,Lake Donnaside,2023-07-13,13,100.5
46,844,152,Table,East Kayla,2023-06-30,11,245.96
664,333,483,Bike,Collinstown,2024-06-03,4,211.39
844,1847,135,Mouse,Melissafurt,2021-09-21,19,213.43
906,837,581,Shoes,West Kari,2024-06-19,14,346.54
102,271,55,Fish,Butlerhaven,2025-10-09,1,33.96
273,899,252,Tuna,New Chelsealand,2021-06-20,4,50.66
830,1019,428,Bacon,Lake Brendamouth,2021-01-25,21,210.82
109,928,268,Tuna,Hendersonside,2024-09-24,24,230.81
629,278,319,Gloves,Robertmouth,2022-04-25,21,342.38
728,1999,337,Hat,Cynthiafort,2025-01-20,21,37.14
344,541,381,Chair,Ellenburgh,2024-02-17,28,239.35
560,1281,287,Bacon,Davisstad,2022-01-05,7,217.37
457,1277,49,Chips,Lake Jamesbury,2023-11-13,24,110.46
61,327,207,Gloves,Port Kristin,2023-03-28,16,123.52
215,394,158,Mouse,Rodneyfort,2025-01-18,15,309.84
465,415,179,Cheese,Meganbury,2024-10-25,7,107.91
165,864,102,Chips,Matthewshire,2022-02-07,17,218.23
283,1603,4,Salad,East Danastad,2023-07-04,24,348.7
364,261,15,Pants,East Charlesfort,2021-06-06,10,295.45
962,783,511,Cheese,Garyport,2023-11-30,6,107.63
887,1206,196,Chicken,Richardshire,2024-07-13,6,173.27
747,1794,183,Soap,Sarahaven,2025-09-24,19,13.44
468,802,536,Towels,East Jason,2023-10-18,12,185.9
921,5,248,Shoes,West William,2025-11-28,19,160.18
349,1289,384,Ball,Torresmouth,2023-10-05,4,142.92
544,315,415,Sausages,West Frankbury,2024-04-07,10,182.46
448,1106,187,Tuna,East Elijah,2025-10-17,10,315.35
872,1757,287,Mouse,Mendezfort,2023-06-30,3,271.4
764,1629,492,Shirt,Lake Stephanie,2024-07-23,21,289.76
79,1271,224,Sausages,Rileymouth,2022-09-16,6,107.5
593,207,304,Bacon,Watersburgh,2021-07-30,22,206.36
470,1469,300,Chicken,Adamstad,2025-05-21,25,34.8
656,332,493,Shirt,Garciatown,2021-09-27,2,295.25
127,294,491,Chair,West Michelleside,2022-05-30,7,207.96
994,248,15,Tuna,North Mark,2024-06-13,25,149.98
751,1238,575,Gloves,West Amyberg,2024-12-04,16,220.4
592,903,186,Shirt,Bullockmouth,2025-09-03,24,233.84
390,377,102,Shoes,Lake Timborough,2024-09-04,8,108.81
242,745,58,Sausages,Port Tonyaburgh,2021-12-01,6,209.84
326,1962,128,Pants,Hessside,2025-10-14,15,34.1
30,55,404,Gloves,North Samanthaville,2022-03-05,22,51.2
313,190,289,Ball,South Jeanetteville,2025-08-18,0,270.5
94,1080,383,Cheese,Tanyafort,2022-11-17,26,91.1
855,1776,451,Gloves,Johnsonshire,2023-12-31,7,185.62
170,268,40,Keyboard,South Tonyamouth,2025-12-27,25,344.72
332,1859,35,Chair,Jonathanmouth,2023-05-23,14,334.25
653,1744,280,Soap,Wendyland,2025-02-09,4,201.9
987,760,521,Gloves,Collinsshire,2022-05-27,1,48.1
126,1897,138,Computer,Hurstfurt,2025-09-27,23,310.3
165,1436,556,Mouse,Elizabethchester,2023-06-13,7,335.37
158,487,352,Hat,Michaelport,2021-07-17,8,110.18
247,1968,552,Computer,Michaelbury,2021-02-22,4,334.99
407,147,145,Pizza,Crawfordbury,2023-02-07,21,188.66
685,1817,242,Sausages,Stevensmouth,2021-04-12,18,46.95
689,1406,352,Gloves,Patriciafort,2024-12-27,19,152.88
654,366,474,Mouse,Fosterchester,2022-09-04,27,87.81
788,229,63,Towels,East Patrickshire,2022-10-08,19,171.45
702,1135,566,Pizza,East Kristen,2025-03-17,23,285.14
452,999,361,Chips,Smithton,2024-03-28,3,247.39
441,661,109,Towels,South Suzannefort,2022-03-18,11,28.12
193,445,295,Chips,West Robert,2025-03-18,4,109.38
920,1272,113,Pants,Jasminehaven,2025-06-28,2,96.81
627,299,222,Shoes,Mirandastad,2023-03-16,30,94.46
12,869,57,Hat,Mooremouth,2021-09-24,30,169.54
694,419,30,Pants,Michealbury,2024-12-13,18,139.4
119,1513,116,Chair,Port Cindyborough,2021-02-11,16,76.34
126,526,163,Cheese,Paulhaven,2022-09-18,18,50.67
596,1057,343,Keyboard,Kyletown,2022-12-28,13,339.38
219,1490,401,Soap,North Michaelberg,2025-01-02,5,189.71
640,903,280,Bacon,Johnsontown,2021-04-30,15,183.85
554,329,72,Ball,North Jacquelinefurt,2024-04-12,13,144.65
468,1854,380,Tuna,Port Dianetown,2023-01-04,21,196.35
105,1343,169,Chips,Jenningsmouth,2022-05-29,15,201.9
76,1715,170,Chips,Troyhaven,2025-07-14,8,341.67
313,1165,115,Bacon,Andreaview,2025-03-10,25,24.5
673,1270,476,Tuna,Justinfurt,2022-01-08,2,276.8
550,1967,53,Chair,Melissaborough,2021-06-10,25,194.91
461,818,577,Soap,Port Michaelchester,2022-06-12,22,144.7
755,425,403,Cheese,West Caleb,2024-05-10,28,203.14
295,315,491,Pants,Griffinberg,2025-04-30,18,246.91
371,921,117,Hat,Michaelmouth,2025-06-26,0,73.54
272,1895,196,Chair,Tammyland,2022-07-27,4,38.29
258,16,245,Bacon,Port Joshua,2022-06-15,17,277.16
597,218,488,Keyboard,Port Jodi,2025-04-05,19,43.52
970,1307,1,Towels,Shellyside,2024-09-18,25,289.46
696,1403,575,Salad,Bernardburgh,2025-11-21,13,257.59
323,576,397,Keyboard,Markhaven,2025-05-26,19,47.68
573,1554,58,Ball,Marioport,2025-09-12,11,61.37
109,1011,194,Car,Rodriguezfurt,2022-08-12,25,242.13
309,647,46,Soap,Port Debraberg,2021-03-20,17,131.37
708,1441,462,Shoes,South Jill,2022-08-03,10,85.16
465,1774,537,Chips,Donaldbury,2022-11-13,18,19.25
579,1984,410,Bacon,Sierraland,2025-02-26,11,217.32
73,1420,267,Car,New Michael,2021-10-21,1,318.24
947,865,496,Bike,North Michelle,2025-11-09,4,212.63
990,1992,492,Sausages,South Lauriefort,2021-08-22,18,26.42
788,585,87,Car,Lyonschester,2025-01-13,11,116.38
560,1068,144,Salad,Taylorhaven,2025-12-14,27,321.58
120,1789,536,Chicken,Nelsonton,2024-10-01,8,281.47
569,63,196,Bacon,Williamston,2024-05-10,22,24.11
706,1112,322,Mouse,Lake Robertport,2022-09-29,30,267.19
701,582,172,Chicken,Amandaville,2021-09-08,9,195.83
275,1023,499,Gloves,Courtneyshire,2023-03-19,21,307.93
162,1,426,Computer,Schroederland,2024-11-02,17,118.1
930,1434,236,Gloves,Port David,2022-06-18,14,328.27
896,1991,11,Cheese,Port Christopher,2025-05-15,13,167.33
920,1132,39,Salad,Phillipland,2023-02-16,27,106.25
23,895,197,Shirt,Cannonburgh,2024-09-30,5,184.88
16,841,188,Salad,Port Erin,2021-09-04,6,260.63
543,1604,289,Tuna,North Diane,2022-03-09,3,155.54
197,1661,7,Chair,Osbornefort,2025-06-23,27,128.46
767,1421,68,Bacon,Meyerchester,2025-11-14,16,51.8
311,647,53,Pants,Martinezland,2022-10-18,7,177.42
866,1728,476,Shoes,Jacquelinefort,2021-09-27,24,89.91
982,331,111,Bacon,Laurenmouth,2021-07-21,28,141.58
549,1678,489,Salad,Port Dana,2024-02-10,18,168.21
411,1241,104,Shoes,South Mariaberg,2021-02-04,24,52.31
428,1690,204,Tuna,East Kevin,2024-07-06,9,307.99
674,945,58,Salad,Pattersonmouth,2024-03-14,17,262.79
559,165,539,Cheese,North Cesarborough,2023-07-01,22,332.65
548,609,204,Cheese,East Jermaine,2022-12-27,22,63.78
804,1539,337,Table,Williamsview,2023-06-20,25,178.1
641,1765,62,Salad,Foxside,2024-12-11,3,137.82
838,855,3,Tuna,Reneefurt,2022-04-29,17,206.65
996,962,273,Gloves,Christon,2023-05-11,6,284.84
57,1908,105,Keyboard,New Joseph,2021-02-01,8,134.54
227,1362,64,Chair,Lake Johnview,2022-07-13,7,108.68
750,1057,218,Bacon,Mooreville,2025-02-18,28,235.85
677,1315,155,Bike,East Aaron,2022-08-25,8,211.49
956,1522,324,Towels,West Lisabury,2022-01-12,18,36.3
402,1690,282,Chicken,Howardstad,2022-05-19,6,337.83
495,468,419,Towels,Port Andrewfort,2024-08-26,2,103.25
745,408,549,Keyboard,Edwardsland,2024-05-01,16,89.26
777,295,217,Pants,Lake Julie,2024-09-18,21,24.97
659,1063,229,Sausages,Reginashire,2024-03-20,1,64.99
799,1544,597,Chicken,Lopeztown,2021-07-01,14,230.1
599,1720,528,Shoes,East Michael,2024-01-04,29,111.1
416,1297,266,Car,Williamsport,2024-03-17,14,243.51
257,1302,469,Bike,North Christopher,2023-12-02,10,131.97
400,733,232,Sausages,Kellyville,2024-06-10,23,246.54
821,338,373,Cheese,Port Amandaton,2025-06-23,17,75.91
571,1043,458,Gloves,Pattersonport,2025-05-29,15,151.93
226,957,239,Bacon,Lake Katherinemouth,2025-08-22,21,28.7
850,619,581,Gloves,East Sarahtown,2021-02-02,27,65.28
522,1240,484,Cheese,Johnmouth,2025-11-19,22,58.43
748,1605,338,Car,Calebland,2022-04-06,7,192.67
654,845,207,Shoes,West Ruthtown,2023-11-20,17,160.1
712,1750,105,Ball,Nicholsfurt,2024-10-15,24,104.53
589,164,355,Car,Guychester,2025-02-15,22,69.45
531,1757,255,Chicken,Tonyville,2021-06-27,18,15.48
641,1106,446,Bike,New Rachel,2025-08-15,15,315.12
507,743,521,Soap,Dwaynestad,2025-11-21,24,17.9
301,1044,377,Sausages,West Stephen,2021-03-20,4,56.67
198,1362,273,Cheese,Port Mallory,2021-09-16,13,132.36
555,551,587,Towels,Jessicaview,2022-04-26,10,154.74519649144128
207,441,282,Towels,Serranochester,2021-05-05,1,253.58
119,1185,480,Car,Cooperside,2022-02-20,25,146.38
770,796,372,Car,New Lauren,2022-10-19,6,27.11
17,1032,300,Bike,Tuckershire,2024-10-28,19,108.5
829,1847,309,Shirt,East Gabrielle,2026-01-10,1,202.19
533,659,20,Pizza,Pattonfort,2022-10-24,19,326.59
695,261,47,Ball,Brendaville,2022-12-15,4,144.33
235,1689,395,Chair,Walshmouth,2025-03-05,16,252.83
354,819,553,Computer,Dawnbury,2024-01-08,3,107.95
13,797,352,Chips,Tylerhaven,2021-05-15,11,348.3
936,1456,412,Ball,South Christopher,2025-02-10,20,348.24
83,1170,529,Chips,West Maria,2022-06-28,15,290.71
347,1882,16,Bike,Port Jasmineshire,2025-03-28,16,222.61
175,1343,334,Pants,Lorimouth,2021-04-14,1,263.17
150,358,50,Hat,Christianside,2022-09-22,6,299.35
185,519,599,Gloves,Port Cynthia,2022-07-15,26,47.5
646,1308,467,Pants,Frystad,2021-04-07,30,295.89
415,518,528,Pizza,North Michelleview,2021-03-30,8,272.83
39,545,261,Fish,West Royberg,2025-10-04,12,122.39
235,65,182,Cheese,Longhaven,2023-11-25,2,346.34
183,166,384,Chicken,Jessicaburgh,2022-03-20,25,309.35
517,1347,384,Bacon,Welchview,2025-07-12,18,160.55
217,869,192,Sausages,East Billybury,2025-12-20,26,164.71
843,1053,222,Salad,South Rachelstad,2022-12-21,2,65.3
150,734,547,Soap,Bridgetland,2024-03-09,11,120.99
417,1567,469,Cheese,Villarrealside,2024-01-29,30,25.47
494,1624,435,Keyboard,New Juanchester,2023-09-13,14,203.7
198,564,16,Shirt,South Darryl,2023-03-25,28,70.57
123,155,334,Table,Dianeburgh,2021-07-30,13,273.28
489,301,303,Shirt,Haydenshire,2024-11-13,20,243.39
869,821,61,Towels,West Steven,2022-07-25,7,318.35
803,1906,342,Chips,Joshuamouth,2022-06-13,5,123.81
362,198,360,Chair,East Stevenmouth,2024-08-30,4,80.52
429,1829,43,Shoes,Port Darryl,2021-04-05,1,151.9
753,1144,595,Cheese,Murrayton,2025-01-28,7,65.67
102,992,530,Towels,North Shawnbury,2023-05-26,29,236.24
906,573,370,Cheese,Ericport,2023-11-22,7,15.93
754,876,290,Car,Port Charles,2023-12-30,22,313.51
803,1116,294,Salad,Westberg,2024-08-12,1,10.65
249,1252,587,Chair,Ronaldhaven,2021-09-04,16,247.4
380,486,216,Fish,Lake Jose,2022-04-26,0,203.33
133,1742,498,Pants,East Samuel,2025-08-19,27,289.21
284,212,274,Tuna,Watsonland,2022-06-22,25,274.89
188,906,432,Sausages,Stricklandfurt,2025-09-23,24,73.22
116,1154,152,Tuna,Bakermouth,2025-07-19,18,227.2
678,764,589,Car,Raymondville,2024-09-02,10,163.17
193,1873,254,Towels,Luismouth,2021-08-08,20,224.48
210,221,481,Computer,Davisview,2024-09-16,22,276.83
839,1292,523,Chips,North Joshuaview,2025-09-29,12,113.16
607,1951,465,Shoes,Port Christopher,2024-11-29,27,104.35
386,334,342,Soap,North Jamieside,2026-01-04,16,174.67
657,1570,372,Sausages,South Raymond,2023-03-19,17,217.78
662,709,267,Pants,Meganmouth,2024-01-31,14,325.22
250,824,66,Pizza,Port Barbaraton,2024-03-18,3,184.18
916,341,161,Fish,New Pamela,2023-02-06,3,134.21
206,1407,284,Chicken,East Hollyfort,2025-10-16,19,304.11
534,1837,498,Pants,Nelsonburgh,2021-01-23,11,131.28
144,362,61,Soap,Glenntown,2021-03-11,18,168.3
438,255,83,Fish,New Sherryshire,2023-02-10,20,340.9
452,1880,179,Ball,South Annmouth,2024-03-28,30,310.99
566,1217,592,Keyboard,Lake Gregory,2024-03-12,16,259.45
245,789,146,Gloves,Thomasbury,2023-09-12,10,228.13
945,51,157,Mouse,New Shelleyland,2024-07-02,1,29.7
875,1177,181,Chips,Zacharyview,2021-01-27,1,166.19
596,1027,574,Car,Robertshaven,2025-06-05,24,303.75
510,1008,151,Salad,South Jeffreyfort,2025-11-12,5,162.85
108,1037,292,Fish,Maddoxport,2022-10-26,20,86.25
215,960,362,Pants,Lake Pamelaside,2024-07-30,7,149.48
925,1730,378,Chicken,Kirbyton,2021-11-14,10,222.63
931,370,150,Table,East Michelle,2023-05-22,13,323.44
889,1297,328,Hat,Kendrafurt,2024-05-25,5,127.33
947,1588,499,Chicken,Butlerfort,2021-09-05,6,77.58
387,1319,462,Chicken,Wilsonberg,2025-03-13,3,348.99
298,1581,333,Ball,South John,2025-06-30,14,27.64
525,1853,211,Shoes,Barnettport,2024-11-09,3,128.74
798,863,60,Cheese,Tiffanyland,2022-01-01,17,49.91
91,1013,600,Chair,West Angelicaborough,2025-03-26,3,173.34
